Date,Open,High,Low,Close,Adj Close,Volume
2003-10-01,102.63999938964844,102.75,100.55000305175781,101.73999786376953,53.82847595214844,860700
2003-11-01,101.33000183105469,102.44000244140625,100.55000305175781,101.72000122070312,53.81787109375,672600
2003-12-01,101.1500015258789,102.80000305175781,100.5999984741211,102.1500015258789,54.23677444458008,1173800
2004-01-01,102.1500015258789,103.79000091552734,101.30000305175781,102.5999984741211,54.77755355834961,1058400
2004-02-01,102.54000091552734,103.5199966430664,102.2300033569336,103.48999786376953,55.252742767333984,777900
2004-03-01,103.3499984741211,104.58000183105469,102.69999694824219,103.94999694824219,55.649070739746094,1777700
2004-04-01,103.77999877929688,103.77999877929688,100.62000274658203,100.77999877929688,54.0806770324707,1642500
2004-05-01,100.6500015258789,100.94000244140625,98.86000061035156,100.12999725341797,53.866539001464844,1129800
2004-06-01,99.80000305175781,100.55000305175781,98.8499984741211,100.54000091552734,54.23245620727539,1590900
2004-07-01,100.29000091552734,101.48999786376953,100.0199966430664,101.1500015258789,54.73471450805664,1660800
2004-08-01,101.08000183105469,102.88999938964844,100.76000213623047,102.45999908447266,55.61897277832031,1863600
2004-09-01,102.30999755859375,103.25,101.55999755859375,102.66999816894531,55.91095733642578,1743800
2004-10-01,102.26000213623047,103.44000244140625,101.76000213623047,103.23999786376953,56.39643478393555,1055700
2004-11-01,102.88999938964844,103.04000091552734,101.97000122070312,102.19999694824219,56.00114059448242,1631800
2004-12-01,101.94999694824219,103.11000061035156,101.5,102.4000015258789,56.26280212402344,2292800
2005-01-01,102.33999633789062,103.08000183105469,102.05999755859375,102.9000015258789,56.877044677734375,2301700
2005-02-01,102.5,103.5,102.05999755859375,102.20999908447266,56.49562072753906,2129700
2005-03-01,101.69000244140625,102.2699966430664,100.25,100.93000030517578,55.95615768432617,3359900
2005-04-01,101.23999786376953,102.48999786376953,100.72000122070312,102.31999969482422,56.88652420043945,2768100
2005-05-01,102.08999633789062,102.9000015258789,101.51000213623047,102.83000183105469,57.36500549316406,2653800
2005-06-01,102.69000244140625,103.47000122070312,102.19999694824219,103.37999725341797,57.86071014404297,2735500
2005-07-01,102.94000244140625,102.95999908447266,101.75,101.9800033569336,57.270931243896484,3075400
2005-08-01,101.58999633789062,102.91000366210938,100.97000122070312,102.8499984741211,57.94618606567383,2929500
2005-09-01,102.54000091552734,102.80999755859375,101.30000305175781,101.55000305175781,57.40005874633789,3541100
2005-10-01,101.0,101.23999786376953,100.02999877929688,100.20999908447266,56.83053207397461,3403600
2005-11-01,100.08000183105469,100.8499984741211,99.33999633789062,100.22000122070312,57.02540969848633,4019200
2005-12-01,99.9000015258789,101.13999938964844,99.36000061035156,100.58999633789062,57.444580078125,5998700
2006-01-01,100.47000122070312,101.3499984741211,100.16000366210938,100.52999877929688,57.847930908203125,3622300
2006-02-01,100.1500015258789,100.56999969482422,99.75,100.31999969482422,57.7270393371582,3279600
2006-03-01,100.12000274658203,100.1500015258789,98.69999694824219,99.08000183105469,57.224700927734375,5258400
2006-04-01,98.52999877929688,98.95999908447266,97.94999694824219,98.55000305175781,57.13103485107422,4148000
2006-05-01,98.08999633789062,98.55000305175781,97.22000122070312,97.9800033569336,57.02103805541992,4671900
2006-06-01,97.63999938964844,98.44000244140625,96.0,97.44000244140625,56.92336654663086,5634400
2006-07-01,96.98999786376953,98.61000061035156,96.70999908447266,98.4000015258789,57.70972442626953,4493400
2006-08-01,98.18000030517578,99.72000122070312,97.91000366210938,99.55000305175781,58.61762237548828,4823000
2006-09-01,99.1500015258789,100.52999877929688,98.86000061035156,100.16000366210938,59.22300720214844,4175700
2006-10-01,99.73999786376953,100.43000030517578,99.05999755859375,100.43000030517578,59.61796188354492,5042000
2006-11-01,100.05000305175781,101.12999725341797,99.37999725341797,101.06999969482422,60.246925354003906,5446200
2006-12-01,100.63999938964844,101.02999877929688,99.61000061035156,99.69999694824219,59.6810417175293,8108000
2007-01-01,100.0,100.19000244140625,99.33999633789062,99.62999725341797,60.09564971923828,8470700
2007-02-01,99.76000213623047,101.66999816894531,99.22000122070312,100.8499984741211,60.83150863647461,6523500
2007-03-01,100.69999694824219,100.87000274658203,100.06999969482422,100.26000213623047,60.715110778808594,7121200
2007-04-01,100.19000244140625,100.45999908447266,99.45999908447266,100.45999908447266,61.074913024902344,6524500
2007-05-01,100.0,100.7699966430664,99.04000091552734,99.16000366210938,60.51934051513672,8099500
2007-06-01,98.72000122070312,98.7699966430664,97.0999984741211,98.36000061035156,60.26021194458008,8445500
2007-07-01,97.95999908447266,99.01000213623047,97.31999969482422,98.98999786376953,60.90910339355469,9486700
2007-08-01,98.5199966430664,100.08999633789062,98.04000091552734,99.81999969482422,61.68379592895508,7676800
2007-09-01,99.9800033569336,101.0,99.08999633789062,100.0199966430664,62.0776481628418,10135200
2007-10-01,99.81999969482422,101.19999694824219,98.23999786376953,100.61000061035156,62.71334457397461,12543200
2007-11-01,100.30000305175781,102.41999816894531,100.12000274658203,102.0,63.84405517578125,12909200
2007-12-01,101.9000015258789,102.58000183105469,100.19999694824219,101.16999816894531,63.588157653808594,10893600
2008-01-01,101.36000061035156,105.48999786376953,101.05999755859375,103.51000213623047,65.5865478515625,12830800
2008-02-01,103.2699966430664,103.43000030517578,101.08999633789062,102.93000030517578,65.21905517578125,12041100
2008-03-01,102.38999938964844,103.47000122070312,101.22000122070312,102.68000030517578,65.32247924804688,10288400
2008-04-01,102.13999938964844,103.0,101.18000030517578,102.5999984741211,65.51535034179688,11871700
2008-05-01,102.36000061035156,102.87999725341797,100.44000244140625,100.9800033569336,64.74267578125,11918800
2008-06-01,100.76000213623047,101.30000305175781,99.19000244140625,100.4000015258789,64.57594299316406,10446900
2008-07-01,100.62000274658203,101.05999755859375,98.9800033569336,100.41000366210938,64.83533477783203,9996200
2008-08-01,100.19000244140625,101.26000213623047,98.9800033569336,100.75,65.30462646484375,8590600
2008-09-01,100.30999755859375,102.08000183105469,97.0,98.58999633789062,64.16149139404297,17329400
2008-10-01,97.9000015258789,99.44999694824219,86.80000305175781,95.95999908447266,62.6950798034668,16118800
2008-11-01,95.98999786376953,99.7699966430664,93.51000213623047,98.44999694824219,64.57731628417969,12810500
2008-12-01,98.9800033569336,104.3499984741211,97.87999725341797,104.19999694824219,68.63504028320312,15633200
2009-01-01,103.75,105.31999969482422,100.87999725341797,102.12999725341797,67.79399871826172,17763300
2009-02-01,101.72000122070312,102.26000213623047,99.97000122070312,100.69000244140625,66.83809661865234,12136900
2009-03-01,100.69999694824219,102.88999938964844,99.7699966430664,101.47000122070312,67.59814453125,15931300
2009-04-01,101.19000244140625,101.91000366210938,100.01000213623047,101.63999938964844,67.9319839477539,14534100
2009-05-01,101.08000183105469,102.5,100.41999816894531,102.02999877929688,68.42935180664062,13050400
2009-06-01,101.2300033569336,102.37000274658203,99.55999755859375,102.1500015258789,68.73233032226562,12630100
2009-07-01,101.62000274658203,103.33000183105469,101.55999755859375,103.0999984741211,69.58162689208984,13718700
2009-08-01,102.77999877929688,104.0199966430664,100.22000122070312,104.0199966430664,70.4383316040039,12974200
2009-09-01,103.55999755859375,104.91999816894531,103.36000061035156,104.91999816894531,71.27872467041016,12382400
2009-10-01,104.63999938964844,107.94999694824219,104.02999877929688,104.80999755859375,71.43194580078125,11963500
2009-11-01,104.55000305175781,105.83000183105469,103.69999694824219,105.83000183105469,72.36298370361328,10662800
2009-12-01,105.3499984741211,105.41999816894531,102.77999877929688,103.19000244140625,70.77664947509766,16145800
2010-01-01,103.2699966430664,104.72000122070312,103.1500015258789,104.6500015258789,72.22954559326172,13573800
2010-02-01,104.36000061035156,104.73999786376953,103.69000244140625,104.52999877929688,72.146728515625,12934300
2010-03-01,104.3499984741211,104.97000122070312,103.86000061035156,104.19999694824219,72.14442443847656,17766400
2010-04-01,103.81999969482422,104.94999694824219,103.12999725341797,104.88999938964844,72.84725189208984,14647600
2010-05-01,104.4000015258789,106.2699966430664,104.25,105.70999908447266,73.6435546875,16212100
2010-06-01,105.33000183105469,107.3499984741211,105.2300033569336,107.25,74.93936157226562,16752600
2010-07-01,107.01000213623047,107.95999908447266,106.58000183105469,107.8499984741211,75.59027099609375,13580700
2010-08-01,107.48999786376953,109.08999633789062,107.1500015258789,108.94000244140625,76.5784683227539,16059200
2010-09-01,108.41999816894531,108.87000274658203,107.47000122070312,108.6500015258789,76.5833740234375,19203500
2010-10-01,108.26000213623047,108.93000030517578,107.97000122070312,108.55000305175781,76.72269439697266,15957500
2010-11-01,108.37999725341797,108.98999786376953,106.68000030517578,107.37000274658203,76.07428741455078,16283400
2010-12-01,106.55999755859375,106.6500015258789,104.30000305175781,105.75,75.117431640625,25395100
2011-01-01,105.4000015258789,106.0,104.94000244140625,105.66000366210938,75.68852996826172,16117100
2011-02-01,105.25,105.6500015258789,103.8499984741211,105.6500015258789,75.68141174316406,13714000
2011-03-01,105.0999984741211,106.54000091552734,104.68000030517578,105.12999725341797,75.53485870361328,16078100
2011-04-01,104.70999908447266,106.48999786376953,104.52999877929688,106.45999908447266,76.69730377197266,11569400
2011-05-01,106.20999908447266,107.62000274658203,106.04000091552734,107.45999908447266,77.64892578125,14134000
2011-06-01,107.30999755859375,107.87999725341797,106.4000015258789,106.66999816894531,77.30754089355469,25920400
2011-07-01,106.5,108.19999694824219,106.2699966430664,108.16000366210938,78.61637115478516,17906300
2011-08-01,107.83999633789062,110.5,107.81999969482422,109.5,79.81784057617188,30688100
2011-09-01,109.47000122070312,111.02999877929688,109.16000366210938,110.11000061035156,80.48572540283203,21067000
2011-10-01,110.11000061035156,110.52999877929688,108.69999694824219,110.02999877929688,80.59803771972656,23951700
2011-11-01,109.9000015258789,110.33999633789062,109.23999786376953,109.37999725341797,80.28157806396484,24829200
2011-12-01,108.80000305175781,110.63999938964844,108.5999984741211,110.25,81.13172912597656,27367900
2012-01-01,110.19999694824219,111.06999969482422,109.7699966430664,111.05000305175781,82.17558288574219,23907100
2012-02-01,110.61000061035156,111.05000305175781,110.16000366210938,110.76000213623047,81.96095275878906,22485100
2012-03-01,110.2300033569336,110.62000274658203,108.83999633789062,109.8499984741211,81.4893569946289,22859700
2012-04-01,109.87999725341797,110.73999786376953,109.06999969482422,110.5999984741211,82.25144958496094,20183200
2012-05-01,110.45999908447266,111.62000274658203,110.26000213623047,111.55999755859375,83.14927673339844,20958500
2012-06-01,111.5,111.87000274658203,110.77999877929688,111.30000305175781,83.12841796875,24408700
2012-07-01,111.16999816894531,112.70999908447266,111.08000183105469,112.58999633789062,84.27165222167969,16056200
2012-08-01,112.25,112.5,110.97000122070312,112.37000274658203,84.27586364746094,19783400
2012-09-01,112.13999938964844,112.45999908447266,111.33000183105469,112.44999694824219,84.50098419189453,27656000
2012-10-01,112.16999816894531,112.41000366210938,111.70999908447266,112.19000244140625,84.47020721435547,21879600
2012-11-01,112.05000305175781,112.33000183105469,111.66999816894531,112.25,84.6712417602539,23776700
2012-12-01,111.44999694824219,111.83999633789062,110.73999786376953,111.08000183105469,83.9706039428711,19614500
2013-01-01,110.81999969482422,111.0999984741211,110.1500015258789,110.38999938964844,84.12114715576172,27648300
2013-02-01,110.37999725341797,110.83999633789062,109.91999816894531,110.83000183105469,84.45649719238281,21580400
2013-03-01,110.63999938964844,110.77999877929688,109.77999877929688,110.7300033569336,84.54179382324219,23012400
2013-04-01,110.44000244140625,111.68000030517578,110.38999938964844,111.54000091552734,85.32122802734375,23076200
2013-05-01,111.4800033569336,111.5,108.87999725341797,109.11000061035156,83.65879821777344,22834600
2013-06-01,108.79000091552734,109.08999633789062,105.81999969482422,107.20999908447266,82.35111236572266,30448100
2013-07-01,106.91999816894531,107.69000244140625,105.81999969482422,107.30000305175781,82.56781768798828,17744300
2013-08-01,106.83999633789062,107.2699966430664,105.33000183105469,106.20999908447266,81.88028717041016,17246900
2013-09-01,105.62999725341797,107.36000061035156,104.87999725341797,107.19999694824219,82.80170440673828,17599000
2013-10-01,107.08000183105469,108.20999908447266,106.73999786376953,107.9000015258789,83.49808502197266,20837600
2013-11-01,107.63999938964844,107.6500015258789,106.66999816894531,107.44000244140625,83.29048919677734,21125300
2013-12-01,107.0999984741211,107.12000274658203,105.3499984741211,106.43000030517578,82.65303039550781,39282700
2014-01-01,106.44999694824219,108.06999969482422,106.38999938964844,108.06999969482422,84.25142669677734,35590100
2014-02-01,107.77999877929688,108.37000274658203,107.44999694824219,108.2699966430664,84.40734100341797,19306000
